generated_at,attestation_chain,status,method,decision_ledger_id,method_evidence_id,iso3,country,source_station_id,source_station_name,source_station_type,row_evidence_lane,exact_official_row_found,exact_station_code_or_id_source_found,pm25_row_or_equipment_listed,row_level_instrument_hint,station_method_context_present,station_code_context_present,station_specific_context_present,operating_or_current_context_present,status_or_certification_context_present,calibration_or_maintenance_context_present,raw_value_sanity_issue_present,test_mode_or_blocker_present,stale_or_sentinel_blocker_present,station_method_table_found,calibration_status_available,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,decision_lane,minimum_public_evidence_needed,source_threads,reader_use,non_claim
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-ORN06,GEO-row_level_pm25_portal_or_api-ORN06,GEO,Georgia,ORN06,Mestia town,air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-ORN07,GEO-row_level_pm25_portal_or_api-ORN07,GEO,Georgia,ORN07,Telavi-Kvirike Didi Street №43,air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-ORN08,GEO-row_level_pm25_portal_or_api-ORN08,GEO,Georgia,ORN08,Akhaltsikhe-Aspindza Street №18,air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-RST18,GEO-row_level_pm25_portal_or_api-RST18,GEO,Georgia,RST18,Rustavi - Batumi Street No. 19,air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-TSRT,GEO-row_level_pm25_portal_or_api-TSRT,GEO,Georgia,TSRT,Tbilisi - Akaki Tsereteli ave. №105,air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,GEO-station_code_context_not_grade_ready-VRKT,GEO-row_level_pm25_portal_or_api-VRKT,GEO,Georgia,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",air.gov.ge hourly station,row_level_pm25_portal_or_api,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_bjb2,IDN-row_level_pm25_portal_or_api-pm25_bjb2,IDN,Indonesia,pm25_bjb2,Banjarbaru,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_btm2,IDN-row_level_pm25_portal_or_api-pm25_btm2,IDN,Indonesia,pm25_btm2,Batam,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_idp2,IDN-row_level_pm25_portal_or_api-pm25_idp2,IDN,Indonesia,pm25_idp2,Indrapuri,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_jm3,IDN-row_level_pm25_portal_or_api-pm25_jm3,IDN,Indonesia,pm25_jm3,Kota Jambi,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_jm4,IDN-row_level_pm25_portal_or_api-pm25_jm4,IDN,Indonesia,pm25_jm4,Muaro Jambi,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_kmy3,IDN-row_level_pm25_portal_or_api-pm25_kmy3,IDN,Indonesia,pm25_kmy3,Kemayoran,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_ktb2,IDN-row_level_pm25_portal_or_api-pm25_ktb2,IDN,Indonesia,pm25_ktb2,Kototabang,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_mdn2,IDN-row_level_pm25_portal_or_api-pm25_mdn2,IDN,Indonesia,pm25_mdn2,Medan,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_mrs,IDN-row_level_pm25_portal_or_api-pm25_mrs,IDN,Indonesia,pm25_mrs,Maros,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_msg,IDN-row_level_pm25_portal_or_api-pm25_msg,IDN,Indonesia,pm25_msg,Pesawaran,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_pbb,IDN-row_level_pm25_portal_or_api-pm25_pbb,IDN,Indonesia,pm25_pbb,Bengkulu,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_pk2,IDN-row_level_pm25_portal_or_api-pm25_pk2,IDN,Indonesia,pm25_pk2,Pekanbaru,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_pl3,IDN-row_level_pm25_portal_or_api-pm25_pl3,IDN,Indonesia,pm25_pl3,Talang Betutu Palembang,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_plb4,IDN-row_level_pm25_portal_or_api-pm25_plb4,IDN,Indonesia,pm25_plb4,Musi 2 Palembang,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_pr2,IDN-row_level_pm25_portal_or_api-pm25_pr2,IDN,Indonesia,pm25_pr2,Palangkaraya,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_ptn2,IDN-row_level_pm25_portal_or_api-pm25_ptn2,IDN,Indonesia,pm25_ptn2,Mempawah,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_sm2,IDN-row_level_pm25_portal_or_api-pm25_sm2,IDN,Indonesia,pm25_sm2,Samarinda,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
2026-06-19T14:55:01Z,ai-first,computed_station_grade_decision_ledger,air_monitoring_station_grade_decision_ledger_v1,IDN-station_code_context_not_grade_ready-pm25_smg,IDN-row_level_pm25_portal_or_api-pm25_smg,IDN,Indonesia,pm25_smg,Semarang,BMKG PM2.5 portal location,row_level_pm25_portal_or_api,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,station_code_context_not_grade_ready,"A station-code method table or station-owner/regulator source that names the instrument/method class, current status, and grade basis for this exact station code.",station_code_status_method_source_scan|indonesia_georgia_row_method_source_scan,"Use as a high-value method follow-up. Exact station-code context is available, but grade fields are still absent.","This decision ledger summarizes row-level evidence gates from committed source scans. It does not certify current station status, complete monitor-grade classification, same-station joins, or station-radius population coverage."
